Entity ID,Entity Name,Plant ID,Plant Name,Google Map,Bing Map,Plant State,County,Balancing Authority Code,Sector,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Planned Operation Month,Planned Operation Year,Status,Latitude,Longitude
9191,Idaho Power Co,66325,Hemmingway BESS,Map,Map,ID,Owyhee,IPCO,Electric Utility,1,,80,80,80,Batteries,MWH,BA,6,2023,"(U) Under construction, less than or equal to 50 percent complete",43.35151,-116.6621
9191,Idaho Power Co,66326,Black Mesa BESS,Map,Map,ID,Elmore,IPCO,Electric Utility,1,,40,40,40,Batteries,MWH,BA,6,2023,"(U) Under construction, less than or equal to 50 percent complete",42.908446,-115.1813
65453,"Yellow Pine Solar, LLC",66357,Yellow Pine Solar,Map,Map,NV,Clark,NEVP,IPP Non-CHP,YPES,,65,26.7,26.7,Batteries,MWH,BA,6,2023,"(V) Under construction, more than 50 percent complete",36.066269,-115.7751
65453,"Yellow Pine Solar, LLC",66357,Yellow Pine Solar,Map,Map,NV,Clark,NEVP,IPP Non-CHP,YPS1,,125,51.3,51.3,Solar Photovoltaic,SUN,PV,6,2023,"(V) Under construction, more than 50 percent complete",36.066269,-115.7751
12303,Merck & Co Inc-West Point,52149,West Point (PA),Map,Map,PA,Montgomery,PJM,Industrial CHP,GEN18,,2.5,2.5,2.5,Natural Gas Internal Combustion Engine,NG,IC,7,2023,"(U) Under construction, less than or equal to 50 percent complete",40.217963,-75.29882
63421,"Biggs Ford Solar Center, LLC",61321,Biggs Ford Solar Center,Map,Map,MD,Frederick,PJM,IPP Non-CHP,BFSC,,15,15,15,Solar Photovoltaic,SUN,PV,7,2023,(L) Regulatory approvals pending. Not under construction,39.4829,-77.3757
61421,"LeGore Bridge Solar Center, LLC",61796,LeGore Bridge Solar Center,Map,Map,MD,Frederick,PJM,IPP Non-CHP,LGBSC,,20,20,20,Solar Photovoltaic,SUN,PV,7,2023,(L) Regulatory approvals pending. Not under construction,39.572402,-77.30787
63883,Broad Reach Power,61801,"Cascade Energy Storage, LLC",Map,Map,CA,San Joaquin,CISO,IPP Non-CHP,10002,,25,25,25,Batteries,MWH,BA,7,2023,"(V) Under construction, more than 50 percent complete",37.920124,-121.2392
62091,Derby Fuel Cell LLC,62588,Derby Fuel Cell,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,MM45,,2.8,2.8,2.8,Other Natural Gas,NG,FC,7,2023,"(U) Under construction, less than or equal to 50 percent complete",41.325,-73.09917
62091,Derby Fuel Cell LLC,62588,Derby Fuel Cell,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,MM46,,2.8,2.8,2.8,Other Natural Gas,NG,FC,7,2023,"(U) Under construction, less than or equal to 50 percent complete",41.325,-73.09917
62091,Derby Fuel Cell LLC,62588,Derby Fuel Cell,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,MM47,,2.8,2.8,2.8,Other Natural Gas,NG,FC,7,2023,"(U) Under construction, less than or equal to 50 percent complete",41.325,-73.09917
62091,Derby Fuel Cell LLC,62588,Derby Fuel Cell,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,MM48,,2.8,2.8,2.8,Other Natural Gas,NG,FC,7,2023,"(U) Under construction, less than or equal to 50 percent complete",41.325,-73.09917
62091,Derby Fuel Cell LLC,62588,Derby Fuel Cell,Map,Map,CT,New Haven,ISNE,IPP Non-CHP,MM49,,2.8,2.8,2.8,Other Natural Gas,NG,FC,7,2023,"(U) Under construction, less than or equal to 50 percent complete",41.325,-73.09917
63275,"Samoset Solar, LLC",63551,Samoset Solar,Map,Map,ME,Knox,ISNE,IPP Non-CHP,PGR21,,2,2,2,Solar Photovoltaic,SUN,PV,7,2023,"(V) Under construction, more than 50 percent complete",44.168196,-69.11619
63612,Perquimans Solar LLC,63955,Perquimans Solar LLC,Map,Map,NC,Perquimans,PJM,IPP Non-CHP,PERQU,,5,5,5,Solar Photovoltaic,SUN,PV,7,2023,(T) Regulatory approvals received. Not under construction,36.149663,-76.43431
62856,"Forefront Power, LLC",64181,IL - SMHEC - Moraine Valley,Map,Map,IL,Cook,PJM,IPP Non-CHP,18017,,1.3,1.3,1.3,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",41.6927,-87.8333
64135,Resurgence Solar,64489,Resurgence Solar,Map,Map,CA,San Bernardino,CISO,IPP Non-CHP,GEN1,,138,138,138,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",35.00656,-117.5448
64135,Resurgence Solar,64489,Resurgence Solar,Map,Map,CA,San Bernardino,CISO,IPP Non-CHP,GEN2,,115,115,115,Batteries,MWH,BA,7,2023,"(U) Under construction, less than or equal to 50 percent complete",35.00656,-117.5448
62836,Navisun LLC,64707,Acushnet MA 2,Map,Map,MA,Bristol,ISNE,IPP Non-CHP,ACNT2,,1,1,1,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",41.70596,-70.88635
64409,"Hecate Energy Ramsey , LLC",64927,Aktina Solar,Map,Map,TX,Wharton,ERCO,IPP Non-CHP,AKS01,,500,500,500,Solar Photovoltaic,SUN,PV,7,2023,"(V) Under construction, more than 50 percent complete",29.122,-96.276
62842,"Lightsource Renewable Energy Asset Management, LLC",65076,Cottontail Solar 1,Map,Map,PA,York,PJM,IPP Non-CHP,PACT1,,20,20,20,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",39.901749,-76.82332
64510,MN CSG 2019-53 LLC,65100,Eikmeier CSG,Map,Map,MN,Stearns,MISO,IPP Non-CHP,EIKMR,,1,1,1,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",45.480261,-94.34361
59254,NuGen Capital Management,65142,Bristol Landfill Solar,Map,Map,RI,Bristol,ISNE,IPP Non-CHP,BL1,,5,5,5,Solar Photovoltaic,SUN,PV,7,2023,(L) Regulatory approvals pending. Not under construction,41.727627,-71.28849
64520,"Energix Aditya, LLC",65151,"Energix Aditya, LLC",Map,Map,VA,Louisa,PJM,IPP Non-CHP,ENX13,,11.5,11.5,11.5,Solar Photovoltaic,SUN,PV,7,2023,(L) Regulatory approvals pending. Not under construction,38.017664,-77.95287
6455,"Duke Energy Florida, LLC",65172,High Springs Solar Power Plant,Map,Map,FL,Alachua,FPC,Electric Utility,PV1,,74.9,74.9,74.9,Solar Photovoltaic,SUN,PV,7,2023,"(V) Under construction, more than 50 percent complete",29.810018,-82.63984
64549,Phare Garden LLC,65223,Phare Garden,Map,Map,MN,Renville,MISO,IPP Non-CHP,CGS,,0.9,0.9,0.9,Solar Photovoltaic,SUN,PV,7,2023,"(V) Under construction, more than 50 percent complete",44.7682,-95.3423
63082,ProEnergy Services,65373,Brotman Power Station,Map,Map,TX,Brazoria,ERCO,IPP Non-CHP,CTG-1,,60.5,44.6,49.8,Natural Gas Fired Combustion Turbine,NG,GT,7,2023,"(V) Under construction, more than 50 percent complete",29.364128,-95.43507
63082,ProEnergy Services,65373,Brotman Power Station,Map,Map,TX,Brazoria,ERCO,IPP Non-CHP,CTG-2,,60.5,44.6,49.8,Natural Gas Fired Combustion Turbine,NG,GT,7,2023,"(V) Under construction, more than 50 percent complete",29.364128,-95.43507
63082,ProEnergy Services,65373,Brotman Power Station,Map,Map,TX,Brazoria,ERCO,IPP Non-CHP,CTG-4,,60.5,44.6,49.8,Natural Gas Fired Combustion Turbine,NG,GT,7,2023,"(V) Under construction, more than 50 percent complete",29.364128,-95.43507
63082,ProEnergy Services,65373,Brotman Power Station,Map,Map,TX,Brazoria,ERCO,IPP Non-CHP,CTG-5,,60.5,44.6,49.8,Natural Gas Fired Combustion Turbine,NG,GT,7,2023,"(V) Under construction, more than 50 percent complete",29.364128,-95.43507
64804,"Ball Hill Wind Energy, LLC",65495,"Ball Hill Wind Energy, LLC",Map,Map,NY,Chautauqua,NYIS,IPP Non-CHP,BALLH,,107.5,107.5,107.5,Onshore Wind Turbine,WND,WT,7,2023,"(U) Under construction, less than or equal to 50 percent complete",42.265261,-79.07252
64844,"Bell Ridge Solar, LLC",65519,Bell Ridge Solar,Map,Map,FL,Gilchrist,SEC,IPP Non-CHP,BRS,,74.5,74.5,74.5,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",29.718728,-82.71078
62856,"Forefront Power, LLC",65524,CA-DGS- RFP-Correctional Training Fac,Map,Map,CA,Monterey,CISO,IPP Non-CHP,14069,,1.6,1.6,1.6,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",36.46767,-121.3846
64927,"IP Lumina II, LLC",65644,Lumina II Solar Project,Map,Map,TX,Scurry,ERCO,IPP Non-CHP,LUMII,,326.6,321,321,Solar Photovoltaic,SUN,PV,7,2023,"(V) Under construction, more than 50 percent complete",32.883528,-100.7464
65038,"Magdaline Solar, LLC",65782,"Magdaline Solar, LLC",Map,Map,SC,Lee,CPLE,IPP Non-CHP,MAG,,2,2,2,Solar Photovoltaic,SUN,PV,7,2023,(T) Regulatory approvals received. Not under construction,34.12784,-80.14985
65042,MN CSG 2019-55 DE LLC,65792,MN CSG 2019-55 LLC,Map,Map,MN,Wabasha,MISO,IPP Non-CHP,STEGE,,1,1,1,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",44.36339,-92.0267
65118,AlphaStruxure Service Co LP,65945,Brookville Smart Bus Depot Microgrid,Map,Map,MD,Montgomery,PJM,Commercial Non-CHP,GENS,,1.8,1.8,1.8,Natural Gas Internal Combustion Engine,NG,IC,7,2023,"(TS) Construction complete, but not yet in commercial operation",38.99903,-77.058
61944,MN8 Energy LLC,65960,WMATA - Naylor Rd. Metro,Map,Map,MD,Prince Georges,PJM,IPP Non-CHP,GEN1,,1.7,1.7,1.7,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",38.85034,-76.9573
65181,House Mountain,66006,House Mountain,Map,Map,TX,Brewster,ERCO,IPP Non-CHP,BA,,73.2,63,63,Batteries,MWH,BA,7,2023,"(U) Under construction, less than or equal to 50 percent complete",30.495668,-103.451
60970,SunShare Management,66070,Buffalo Sun CSG,Map,Map,MN,McLeod,MISO,IPP Non-CHP,BUFFS,,1,1,1,Solar Photovoltaic,SUN,PV,7,2023,"(P) Planned for installation, but regulatory approvals not initiated",44.799686,-94.01997
65275,"Greenstone Solar, LLC",66109,"Greenstone Solar, LLC",Map,Map,MI,Calhoun,MISO,IPP Non-CHP,GRSS,,20,20,20,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",41.942,-85.122
60025,Greenbacker Renewable Energy Corporation,66166,South Street - Middlebury,Map,Map,VT,Addison,ISNE,IPP Non-CHP,291,,5,5,5,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",43.986404,-73.17487
16609,San Diego Gas & Electric Co,66280,Pala Gomez Creek BESS,Map,Map,CA,San Diego,CISO,Electric Utility,1,,10,10,10,Batteries,MWH,BA,7,2023,"(U) Under construction, less than or equal to 50 percent complete",33.357667,-117.1117
16609,San Diego Gas & Electric Co,66281,Melrose BESS,Map,Map,CA,San Diego,CISO,Electric Utility,1,,10,10,10,Batteries,MWH,BA,7,2023,"(U) Under construction, less than or equal to 50 percent complete",33.207233,-117.2528
16609,San Diego Gas & Electric Co,66281,Melrose BESS,Map,Map,CA,San Diego,CISO,Electric Utility,2,,10,10,10,Batteries,MWH,BA,7,2023,"(U) Under construction, less than or equal to 50 percent complete",33.207233,-117.2528
65405,Woodruff County Solar,66282,Woodruff County Solar,Map,Map,AR,Woodruff,MISO,IPP Non-CHP,PV1,,122,122,122,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",35.256256,-91.34019
65399,"NMRD Data Center III, LLC",66287,"NMRD Data Center III, LLC",Map,Map,NM,Sandoval,PNM,IPP Non-CHP,NMRD3,,50,50,50,Solar Photovoltaic,SUN,PV,7,2023,"(U) Under construction, less than or equal to 50 percent complete",35.3709,-106.854
6775,Village of Freeport - (NY),2678,Plant No 1 Freeport,Map,Map,NY,Nassau,NYIS,Electric Utility,ENG13,,3,3,3,Landfill Gas,LFG,IC,8,2023,"(U) Under construction, less than or equal to 50 percent complete",40.6561,-73.5922
12199,Montana-Dakota Utilities Co,2790,R M Heskett,Map,Map,ND,Morton,MISO,Electric Utility,4,,88,88,101,Natural Gas Fired Combustion Turbine,NG,GT,8,2023,"(V) Under construction, more than 50 percent complete",46.8669,-100.8836
12303,Merck & Co Inc-West Point,52149,West Point (PA),Map,Map,PA,Montgomery,PJM,Industrial CHP,GEN19,,1,1,1,Natural Gas Internal Combustion Engine,NG,IC,8,2023,(T) Regulatory approvals received. Not under construction,40.217963,-75.29882
24205,HF Sinclair Parco Refining LLC,54374,Sinclair Oil Refinery,Map,Map,WY,Carbon,PACE,Industrial CHP,NO7,,2.2,2.2,2.2,Natural Gas Internal Combustion Engine,NG,IC,8,2023,"(V) Under construction, more than 50 percent complete",41.77952,-107.1097
58939,Cameron Wind 1 LLC,59118,Cameron Wind 1 LLC,Map,Map,TX,Cameron,ERCO,IPP Non-CHP,SABAL,,24,24,24,Batteries,MWH,BA,8,2023,(T) Regulatory approvals received. Not under construction,26.195278,-97.46611
59656,Desert Quartzite LLC,59871,Desert Quartzite,Map,Map,CA,Riverside,CISO,IPP Non-CHP,GEN01,,480,480,480,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",33.565,-114.753
59656,Desert Quartzite LLC,59871,Desert Quartzite,Map,Map,CA,Riverside,CISO,IPP Non-CHP,GEN02,,150,150,150,Batteries,MWH,BA,8,2023,"(U) Under construction, less than or equal to 50 percent complete",33.565,-114.753
59967,Phoenix Energy,60192,North Fork Community Power,Map,Map,CA,Madera,CISO,IPP CHP,NFCP1,,2,2,2,Other Waste Biomass,OBG,IC,8,2023,"(U) Under construction, less than or equal to 50 percent complete",37.231531,-119.4943
61153,"Montevue Lane Solar, LLC",61552,Fort Detrick Solar PV,Map,Map,MD,Frederick,PJM,IPP Non-CHP,FDSBS,,6,6,6,Batteries,MWH,BA,8,2023,(T) Regulatory approvals received. Not under construction,39.44,-77.45
61768,Arrow Canyon Solar LLC,62248,Arrow Canyon Solar Hybrid,Map,Map,NV,Clark,NEVP,IPP Non-CHP,1,,200,200,200,Solar Photovoltaic,SUN,PV,8,2023,"(TS) Construction complete, but not yet in commercial operation",36.459259,-114.8444
61768,Arrow Canyon Solar LLC,62248,Arrow Canyon Solar Hybrid,Map,Map,NV,Clark,NEVP,IPP Non-CHP,2,,75,75,75,Batteries,MWH,BA,8,2023,"(U) Under construction, less than or equal to 50 percent complete",36.459259,-114.8444
61828,Scarlet Solar,62307,Scarlet Solar,Map,Map,SC,Darlington,CPLE,IPP Non-CHP,71,,2,2,2,Solar Photovoltaic,SUN,PV,8,2023,(T) Regulatory approvals received. Not under construction,34.280586,-79.87876
61610,"Delaware River Solar, LLC",62520,State Route 64N Community Solar Farm,Map,Map,NY,Ontario,NYIS,IPP Non-CHP,1089,,1.2,1.2,1.2,Solar Photovoltaic,SUN,PV,8,2023,(T) Regulatory approvals received. Not under construction,42.915,-77.454
61610,"Delaware River Solar, LLC",62523,Route 5 & 20 Community Solar Farm,Map,Map,NY,Ontario,NYIS,IPP Non-CHP,1093,,2.3,2.3,2.3,Solar Photovoltaic,SUN,PV,8,2023,(L) Regulatory approvals pending. Not under construction,42.899,-77.461
62646,"Painter Energy Storage, LLC",62729,Painter Energy Storage,Map,Map,CA,Santa Barbara,CISO,IPP Non-CHP,PAIN1,,10,10,10,Batteries,MWH,BA,8,2023,"(U) Under construction, less than or equal to 50 percent complete",34.41,-119.515
63416,Ho'Ohana Solar 1 LLC,63723,Ho'Ohana Solar 1,Map,Map,HI,Honolulu,HECO,IPP Non-CHP,H0001,,52,52,52,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",21.418811,-158.0329
63416,Ho'Ohana Solar 1 LLC,63723,Ho'Ohana Solar 1,Map,Map,HI,Honolulu,HECO,IPP Non-CHP,HESS1,,52,52,52,Batteries,MWH,BA,8,2023,"(U) Under construction, less than or equal to 50 percent complete",21.418811,-158.0329
18642,Tennessee Valley Authority,64255,Vonore Battery Energy Storage System,Map,Map,TN,Monroe,TVA,Electric Utility,VBESS,,20,20,20,Batteries,MWH,BA,8,2023,"(P) Planned for installation, but regulatory approvals not initiated",35.61543,-84.27489
60531,Standard Solar,64530,Woodville Solar,Map,Map,RI,Washington,ISNE,IPP Non-CHP,1,,4.5,4.5,4.5,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",41.45854,-71.70421
6455,"Duke Energy Florida, LLC",64752,John Hopkins Middle School Microgrid,Map,Map,FL,Pinellas,FPC,Electric Utility,ES1,,2.5,2.5,2.5,Batteries,MWH,BA,8,2023,"(V) Under construction, more than 50 percent complete",27.767931,-82.65477
6455,"Duke Energy Florida, LLC",64752,John Hopkins Middle School Microgrid,Map,Map,FL,Pinellas,FPC,Electric Utility,PV1,,1,1,1,Solar Photovoltaic,SUN,PV,8,2023,"(V) Under construction, more than 50 percent complete",27.767931,-82.65477
20856,Wisconsin Power & Light Co,65008,Onion River,Map,Map,WI,Sheboygan,MISO,Electric Utility,PV1,,150,150,81.8,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",43.6002,-87.89659
64458,"Enfield Solar One, LLC",65047,Enfield Solar One,Map,Map,CT,Hartford,ISNE,IPP Non-CHP,VCP07,,4,4,4,Solar Photovoltaic,SUN,PV,8,2023,"(P) Planned for installation, but regulatory approvals not initiated",41.994902,-72.52527
62842,"Lightsource Renewable Energy Asset Management, LLC",65080,Cottontail Solar 5,Map,Map,PA,Juniata,PJM,IPP Non-CHP,PACT5,,20,20,20,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",40.5608,-77.3785
64528,Lily Garden LLC,65160,Lily Garden,Map,Map,MN,Waseca,MISO,IPP Non-CHP,CSG,,1,1,1,Solar Photovoltaic,SUN,PV,8,2023,"(TS) Construction complete, but not yet in commercial operation",44.07963,-93.5499
64542,"Caden Energix Endless Caverns, LLC",65219,"Caden Energix Endless Caverns, LLC",Map,Map,VA,Rockingham,PJM,IPP Non-CHP,ENX16,,31.4,31.4,31.4,Solar Photovoltaic,SUN,PV,8,2023,(L) Regulatory approvals pending. Not under construction,38.613601,-78.67707
64669,"CPV Maple Hill Solar, LLC",65332,CPV Maple Hill Solar,Map,Map,PA,Cambria,PJM,IPP Non-CHP,MH1,,100,100,100,Solar Photovoltaic,SUN,PV,8,2023,"(V) Under construction, more than 50 percent complete",40.350219,-78.64597
64730,"Flint Hills Resources Pine Bend, LLC",65405,"Flint Hills Resources Pine Bend, LLC",Map,Map,MN,Dakota,MISO,Industrial CHP,SOLAR,,45,45,45,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",44.45483,-93.02119
64287,Terra-Gen Operating Co-BESS,65672,Sanborn BESS 3,Map,Map,CA,Kern,CISO,IPP Non-CHP,BESS,,169,169,169,Batteries,MWH,BA,8,2023,"(U) Under construction, less than or equal to 50 percent complete",35.027031,-118.1395
64287,Terra-Gen Operating Co-BESS,65673,Sanborn EBESS1,Map,Map,CA,Kern,CISO,IPP Non-CHP,BESS,,47,47,47,Batteries,MWH,BA,8,2023,"(U) Under construction, less than or equal to 50 percent complete",34.958108,-118.1078
18454,Tampa Electric Co,65683,Juniper Solar (FL),Map,Map,FL,Pasco,TEC,Electric Utility,1,,70,70,70,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",28.181569,-82.15533
64992,"Sunflower Energy Center, LLC",65738,"Sunflower Energy Center, LLC",Map,Map,KS,Marion,SWPP,IPP Non-CHP,1111,,200,200,200,Onshore Wind Turbine,WND,WT,8,2023,"(V) Under construction, more than 50 percent complete",38.23161,-97.04718
65052,Limestone CSG 1 LLC,65801,Limestone CSG 1 LLC,Map,Map,ME,Aroostook,ISNE,IPP Non-CHP,LMST1,,3.8,1.2,0.6,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",46.916446,-67.85511
61610,"Delaware River Solar, LLC",65826,Day Hollow Road Solar,Map,Map,NY,Tioga,NYIS,IPP Non-CHP,1829,,5,5,5,Solar Photovoltaic,SUN,PV,8,2023,(T) Regulatory approvals received. Not under construction,42.113052,-76.17806
61610,"Delaware River Solar, LLC",65827,Halsey Lane Solar,Map,Map,NY,Seneca,NYIS,IPP Non-CHP,1795,,5,5,5,Solar Photovoltaic,SUN,PV,8,2023,(T) Regulatory approvals received. Not under construction,42.603975,-76.83834
61610,"Delaware River Solar, LLC",65828,Chidsey Hill Road Solar,Map,Map,NY,Steuben,NYIS,IPP Non-CHP,1666,,3,3,3,Solar Photovoltaic,SUN,PV,8,2023,(T) Regulatory approvals received. Not under construction,42.573062,-77.16598
65086,"Landrace Holdings, LLC",65955,"Landrace Holdings, LLC",Map,Map,SC,Horry,SC,IPP Non-CHP,LANDR,,55,55,55,Solar Photovoltaic,SUN,PV,8,2023,"(V) Under construction, more than 50 percent complete",33.723937,-79.092
65218,"Glover Creek Solar, LLC",66047,"Glover Creek Solar, LLC",Map,Map,KY,Metcalfe,PJM,IPP Non-CHP,GLOVE,,55,55,55,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",36.901441,-85.71203
60970,SunShare Management,66072,Oster Sun CSG,Map,Map,MN,Stearns,MISO,IPP Non-CHP,OSTRS,,1,1,1,Solar Photovoltaic,SUN,PV,8,2023,"(P) Planned for installation, but regulatory approvals not initiated",45.628723,-94.61461
60970,SunShare Management,66073,Quarry Sun CSG,Map,Map,MN,Dodge,MISO,IPP Non-CHP,QURYS,,1,1,1,Solar Photovoltaic,SUN,PV,8,2023,"(P) Planned for installation, but regulatory approvals not initiated",44.043674,-92.6952
65273,"Blue Elk VII Solar, LLC",66104,"Blue Elk VII Solar, LLC",Map,Map,MI,Genesee,MISO,IPP Non-CHP,BEVII,,12.5,12.5,12.5,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",43.087,-83.56749
65274,"Midcontinent Solar, LLC",66108,"Midcontinent Solar, LLC",Map,Map,MI,Shiawassee,MISO,IPP Non-CHP,MCS,,20,20,20,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",42.970949,-84.158
60025,Greenbacker Renewable Energy Corporation,66165,Pleasant Street,Map,Map,ME,Franklin,ISNE,IPP Non-CHP,379,,3,3,3,Solar Photovoltaic,SUN,PV,8,2023,"(U) Under construction, less than or equal to 50 percent complete",44.620811,-70.18953
65339,"North Central Valley Energy Storage, LLC",66208,North Central Valley,Map,Map,CA,San Joaquin,CISO,IPP Non-CHP,NCV,,132,132,132,Batteries,MWH,BA,8,2023,(T) Regulatory approvals received. Not under construction,38.015291,-121.0178
16609,San Diego Gas & Electric Co,66265,Paradise Energy Storage,Map,Map,CA,San Diego,CISO,Electric Utility,1,,10,10,10,Batteries,MWH,BA,8,2023,"(U) Under construction, less than or equal to 50 percent complete",32.70363,-117.0498
16609,San Diego Gas & Electric Co,66266,Clairemont Energy Storage,Map,Map,CA,San Diego,CISO,Electric Utility,1,,10,10,10,Batteries,MWH,BA,8,2023,"(U) Under construction, less than or equal to 50 percent complete",32.825604,-117.1832
16609,San Diego Gas & Electric Co,66278,Elliott Energy Storage,Map,Map,CA,San Diego,CISO,Electric Utility,1,,10,10,10,Batteries,MWH,BA,8,2023,"(U) Under construction, less than or equal to 50 percent complete",32.81638,-117.0889
16609,San Diego Gas & Electric Co,66279,Boulevard Energy Storage,Map,Map,CA,San Diego,CISO,Electric Utility,1,,10,10,10,Batteries,MWH,BA,8,2023,"(U) Under construction, less than or equal to 50 percent complete",32.66184,-116.2734
19664,University of Washington,54809,University of Washington Power Plant,Map,Map,WA,King,SCL,Commercial Non-CHP,TG3,,3,3,3,Natural Gas Steam Turbine,NG,ST,9,2023,"(U) Under construction, less than or equal to 50 percent complete",47.6539,-122.3036
58901,"Sustainable Hydro, Braddock, LLC",59091,Braddock Lock and Dam,Map,Map,PA,Allegheny,PJM,IPP Non-CHP,GEN1,,5.3,5.3,5.3,Conventional Hydroelectric,WAT,HY,9,2023,(L) Regulatory approvals pending. Not under construction,40.388889,-79.85889
64994,SolRiver Capital LLC,60020,McLean Homestead,Map,Map,NC,Scotland,DUK,IPP Non-CHP,PV1,,4.9,4.9,4.9,Solar Photovoltaic,SUN,PV,9,2023,"(U) Under construction, less than or equal to 50 percent complete",34.781934,-79.49775
64994,SolRiver Capital LLC,60028,Shorthorn Holdings,Map,Map,SC,Marlboro,DUK,IPP Non-CHP,PV1,,8.9,8.9,8.9,Solar Photovoltaic,SUN,PV,9,2023,"(U) Under construction, less than or equal to 50 percent complete",34.680287,-79.54074
58135,Ecos Energy LLC,61037,Apple Hill Solar,Map,Map,VT,Bennington,ISNE,IPP Non-CHP,APPL,,2,2,3,Solar Photovoltaic,SUN,PV,9,2023,"(U) Under construction, less than or equal to 50 percent complete",42.9077,-73.2041
61001,"Hu Honua Bioenergy, LLC",61364,Hu Honua Bioenergy Facility,Map,Map,HI,Hawaii,HECO,IPP Non-CHP,HHB,,36,32,32,Other Waste Biomass,OBS,ST,9,2023,"(V) Under construction, more than 50 percent complete",19.843504,-155.0871
61711,Ashley Solar (SC),62179,Ashley Solar (SC),Map,Map,SC,Darlington,CPLE,IPP Non-CHP,21,,2,2,2,Solar Photovoltaic,SUN,PV,9,2023,"(V) Under construction, more than 50 percent complete",34.268911,-79.87255
61717,Birch Solar,62185,Birch Solar,Map,Map,SC,Darlington,CPLE,IPP Non-CHP,27,,2,2,2,Solar Photovoltaic,SUN,PV,9,2023,"(V) Under construction, more than 50 percent complete",34.267992,-79.86858
61863,Washington Solar (SC),62342,Washington Solar (SC),Map,Map,SC,Marion,CPLE,IPP Non-CHP,87,,2,2,2,Solar Photovoltaic,SUN,PV,9,2023,"(V) Under construction, more than 50 percent complete",34.238081,-79.25195
61864,Washington Solar II (SC),62344,Washington Solar II (SC),Map,Map,SC,Marion,CPLE,IPP Non-CHP,88,,2,2,2,Solar Photovoltaic,SUN,PV,9,2023,"(V) Under construction, more than 50 percent complete",34.238081,-79.25195
17609,Southern California Edison Co,63325,Yorktown Battery Energy Storage Facility,Map,Map,CA,Los Angeles,CISO,Electric Utility,YORK1,,3,3,3,Batteries,MWH,BA,9,2023,(T) Regulatory approvals received. Not under construction,34.00467,-118.0684
17609,Southern California Edison Co,63326,Cadillac Battery Energy Storage Facility,Map,Map,CA,Los Angeles,CISO,Electric Utility,CAD1,,3.5,3.5,3.5,Batteries,MWH,BA,9,2023,(T) Regulatory approvals received. Not under construction,34.00469,-118.0684
63331,"Organic Energy Solutions, Inc.",63622,OES Biogas Power,Map,Map,CA,San Bernardino,CISO,IPP CHP,OES01,,1.3,1.3,1.3,Other Waste Biomass,OBG,IC,9,2023,"(TS) Construction complete, but not yet in commercial operation",34.17325,-117.3464
63331,"Organic Energy Solutions, Inc.",63622,OES Biogas Power,Map,Map,CA,San Bernardino,CISO,IPP CHP,OES02,,1.3,1.3,1.3,Other Waste Biomass,OBG,IC,9,2023,"(TS) Construction complete, but not yet in commercial operation",34.17325,-117.3464
